eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,ingroup,ingroup2,ingroup3,gsubname3,motive,guncertain1,guncertain2,guncertain3,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.01201E+11,2012,1,11,,0,,147,Nigeria,11,Sub-Saharan Africa,Rivers,Port Harcourt,4.784821,7.005453,1,0,,"01/11/2012: Assailants threw an explosive device into the offices of the registrar and the vice chancellor of Rivers State University of Science and Technology (RSUST) in Port Harcourt city, Rivers state, Nigeria. The blast damaged the offices but injured no one. No group claimed responsibility for the incident, and police sources said that the explosion was a result of an electric fault.",1,1,1,1,4,Lack of Intentionality,0,1,0,3,Bombing/Explosion,,.,,.,8,Educational Institution,49,School/University/Educational Building,Rivers State University of Science and Technology (RSUST),Administrative Block,147,Nigeria,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The windows of two offices were shattered in this attack.,0,,,,,,,,,,,,,,.,,There is doubt that this incident meets terrorism-related criteria. Authorities claimed that the explosion was the result of a fault in the electrical wiring for one of the refrigerators located in the office of the vice chancellor at the university.,"""Explosion Rocks Rivers State University,"" The Moment, January 13, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,11,,0,,209,Turkey,10,Middle East & North Africa,Istanbul,Istanbul,41.008238,28.978359,1,0,,"01/11/2012: Police arrested two assailants in possession of a mine in Istanbul city, Istanbul province, Turkey. The two admitted to being on their way to committing an attack in the center of Istanbul. No group claimed responsibility for the incident.",1,1,1,0,,.,0,0,0,3,Bombing/Explosion,,.,,.,20,Unknown,,.,Unknown,Unknown,209,Turkey,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,2,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,8,Land Mine,,.,,.,,.,,.,,.,,.,A homemade anti-personnel bomb was used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Terror attack prevented in Istanbul,"" Trend News Agency (Azerbaijan), January 11, 2012.","""Istanbul escapes terror attack,"" Today.az, January 11, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,11,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.31347,44.51177,1,0,"Incident occurred in the Al-Jadidah neighborhood of New Baghdad, Baghdad.","01/11/2012: Gunmen shot and killed two Iraqi counterterrorism officials in al-Jadididah neighborhood, New Baghdad city, Baghdad governorate, Iraq. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,.,,.,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Iraqi Special Operations Forces (ISOF),Members,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,Silenced firearms were used in the attack.,2,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,The victims' vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Two security members killed, soldier wounded in attacks in Baghdad,"" Xinhua News Agency, January 11, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,11,,0,,95,Iraq,10,Middle East & North Africa,Baghdad,Baghdad,33.33669,44.408735,1,0,Palestine Street,"01/11/2012: An assailant threw a grenade at an Iraqi Army vehicle on Palestine Street, Rusafa district, Baghdad city, Baghdad governorate, Iraq. A soldier was injured and the vehicle damaged in the blast. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,35,Military Transportation/Vehicle (excluding convoys),Iraqi Army,Vehicle,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,1,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,7,Grenade,,.,,.,,.,,.,,.,,.,,0,0,0,1,0,0,1,4,Unknown,-99,An army vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Two security members killed, soldier wounded in attacks in Baghdad,"" Xinhua News Agency, January 11, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,11,,0,,92,India,6,South Asia,Tamil Nadu,Tiruvallur district,13.142549,79.909053,3,1,Near Meppedu Irula settlement,"01/11/2012: An assailant threw two explosive devices at a migrant worker near Meppedu Irula settlement, Tiruvallur district, Tamil Nadu state, India. The explosive devices were of low intensity, thus causing no injuries. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,Migrant Worker,92,India,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,1,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,17,Other Explosive Type,,.,,.,,.,,.,,.,,.,Two low-intensity country-crackers containing potassium nitrate and a small amount of sulfur were used in the attack.,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""30 in net as 'bombs' explode,"" Deccan Chronicle, January 12, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Girni Sheikhan,32.250345,70.168122,1,0,,"01/12/2012: Assailants attacked a Frontier Constabulary (FC) fort with heavy machine guns and rockets in Girni Sheikhan area, Tank district, Khyber Pakhtunkhwa province, Pakistan. One FC member was injured in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,3,Police,22,"Police Building (headquarters, station, school)",Frontier Constabulary (FC),Garni Sheikh Fort,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,2,Automatic Weapon,,.,,.,,.,,.,Rockets and heavy machine-guns were used in the attack.,0,0,0,1,0,0,-9,,.,,It is unknown if the fort was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""FC man injured in FR Tank attack,"" Daily The Post, January 14, 2012.","""FC fort attacked in Tank,"" Daily Times, January 14, 2012.","""FC man injured in Tank attack,"" Daily Today's Muslim Peshawar, January 14, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,153,Pakistan,6,South Asia,Federally Administered Tribal Areas,Sararogha,32.318751,69.860004,2,0,In South Waziristan tribal area,"01/12/2012: A rocket hit a bomb disposal squad (BDS) of the Pakistani Army in Srarogha area, South Waziristan agency, Federally Administered Tribal Areas, Pakistan. Four soldiers were killed and an unknown number of people injured in the attack. No group claimed responsibility; however, the assailants are reported to have been pro-Taliban.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,3,Bombing/Explosion,,.,,.,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Pakistan Army,Bomb Disposal Squad,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",,.,,.,,.,,.,,.,,.,Rockets were used in the attack.,4,0,0,,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Militants kill 4 soldiers in Pak's South Waziristan region,"" The Press Trust of India Limited, January 13, 2012.","""FACTBOX-Security developments in Pakistan, Jan 12,"" Reuters News, January 12, 2012.","""Four soldiers killed in Pakistan's South Waziristan rocket attack,"" The News website, Islamabad, January 13, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,1,1/21/2012,92,India,6,South Asia,Assam,Natun Haza,25.296447,93.041161,2,0,,"01/12/2012: Assailants kidnapped Dharmendra Yadav in Natun Haza area, Dima Hasao district, Assam state, India. Yadav was a construction worker for Triveni Construction, who was completing a project in the area. He was released nine days later because of the pressure put on by the ongoing police and army operation. No group claimed responsibility for the incident; however, sources noted that there had been a rash of recent kidnappings of construction company members, either for ransom or to disrupt the peace process in Dima Hasao.",1,1,1,0,,.,0,1,0,6,Hostage Taking (Kidnapping),,.,,.,1,Business,12,Construction,Triveni Construction,Employee: Dharmendra Yadav,92,India,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,1,1,0,,9,,,0,,,,,,2,Hostage(s) released by perpetrators,1,,"""Militants free rly worker after 9 days,"" The Times of India, January 22, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Sarband,33.936523,71.486335,1,0,,"01/12/2012: Assailants attacked a joint police and Frontier Corps (FC) checkpost in Sarband area, Khyber Pakhtunkhwa province, Pakistan. Three people were killed and 11 injured in the attack. Three attackers were killed as well. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,2,Armed Assault,,.,,.,3,Police,22,"Police Building (headquarters, station, school)",Frontier Constabulary (FC),Checkpost,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, sources believed that the attack on the checkpost was in revenge for a police operation that destroyed three hideouts.",0,,,150,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms,2,Automatic Weapon,,.,,.,,.,,.,Rocket-propelled grenades and heavy weapons were used in the attack.,6,0,3,11,0,,1,3,Minor (likely < $1 million),-99,Two nearby houses were damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest estimates are reported here. FC soldier Yaqoob and FC Commandant Abdul Majeed Marwat killed.","""Clash kills six in northwest Pakistan: police,"" Agence France Presse, January 13, 2012.","""BRIEF: Pakistan   militants   raid security post, kill three policemen,"" DPA (Berlin), January 13, 2012.","""Khyber Pakhtunkhwa: Wages of Duplicity,"" India Blooms News Service, February 13, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,4,Afghanistan,6,South Asia,Kandahar,Panjwai,31.547778,65.454167,1,0,Kandahar-Herat highway in the Kubi area,"01/12/2012: A suicide bomber crashed his vehicle into the vehicle of the Panjwai district governor on the Kandahar-Herat Highway, Kubi area, Panjwai district, Helmand province, Afghanistan. Five other people, including the governor, were killed and 10 were injured in the blast. The Taliban claimed responsibility for the attack.",1,1,1,0,,.,0,1,1,1,Assassination,,.,,.,2,Government (General),18,"Government Personnel (excluding police, military)",Government of Panjwai,Governor: Haji Fazeludin Agha,4,Afghanistan,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,4,Afghanistan,,.,,.,,,,.,Taliban,,,,,652,,,,"The specific motive is unknown; however, the victim, a former Taliban member, was credited with having managed to convince dozens of Taliban fighters in the volatile province to lay down their arms.  The Taliban admitted to perpetrating the attack.",0,,,1,0,1,8,Personal claim,,,.,,,.,,6,Explosives/Bombs/Dynamite,15,Vehicle,,.,,.,,.,,.,,.,,.,,6,0,1,10,0,0,1,3,Minor (likely < $1 million),-99,The victims' vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here.","""Afghan district chief, four others killed in blast,"" Agence France Presse -- English, January 12, 2012.","""Bomb kills Afghan government official and his 2 sons,"" CNN Wire, January 12, 2012.","""BRIEF: LEAD: Suicide attack kills Afghan district governor and four others Eds: Adds details, governor quotes, background,"" DPA (Berlin), January 12, 2012.",START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,12,,0,,95,Iraq,10,Middle East & North Africa,Babil,Latifiyah,32.98499,44.35676,1,0,,"01/12/2012: A roadside bomb detonated, targeting a group of Shiite pilgrims in Latifiya city, Babil governorate, Iraq. One person died and six were injured in the blast. No group claimed responsibility for the incident; however, there are frequent attacks on Shiite pilgrims in Iraq in an attempt to heighten sectarian strife.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Shiite Pilgrims,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, there are frequent attacks on Shiite pilgrims in Iraq in an attempt to heighten sectarian strife.",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,1,0,0,6,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Shiite pilgrims make their way to Iraqi holy city amid tight security,"" CNN Wire, January 12, 2012.","""FACTBOX-Security developments in Iraq, January 12,"" Reuters News, January 12, 2012.","""2 Shi'ite pilgrim killed, 22 wounded in bomb attack in central Iraq,"" Xinhua News Agency, January 12, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,95,Iraq,10,Middle East & North Africa,Babil,Iskandariyah,32.88504,44.348,1,1,,"01/12/2012: Assailants detonated a roadside bomb on a highway near Iskandariyah city, Babil governorate, Iraq. Four Shiite pilgrims were injured in the attack. No group claimed responsibility for the incident; however, there are frequent attacks on Shiite pilgrims in Iraq in an attempt to heighten sectarian strife.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,69,Religion Identified,Not Applicable,Shiite Pilgrims,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, there are frequent attacks on Shiite pilgrims in Iraq in an attempt to heighten sectarian strife.",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,0,0,0,4,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""2 Shi'ite pilgrim killed, 22 wounded in bomb attack in central Iraq,"" Xinhua News Agency, January 12, 2012.","""Shiite pilgrim killed, 16 wounded in   bomb attacks   in central Iraq,"" Xinhua General News Service, January 12, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,95,Iraq,10,Middle East & North Africa,Babil,Al-Kifl,32.232101,44.381809,1,0,,"01/12/2012: An explosives-laden vehicle detonated near a group of Shiite pilgrims in Al-Kifl town, Babil governorate, Iraq. One pilgrim died and 12 were injured in the blast. No group claimed responsibility for the attack; however, there are frequent attacks on Shiite pilgrims in Iraq in an attempt to heighten sectarian strife.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,69,Religion Identified,Unknown,Pilgrims,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, there are frequent attacks on Shiite pilgrims in Iraq in an attempt to heighten sectarian strife.",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,15,Vehicle,,.,,.,,.,,.,,.,,.,A booby-trapped vehicle was used in the attack.,1,0,0,12,0,0,-9,,.,,It is unknown if the vegetable market was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""2 Shi'ite pilgrim killed, 22 wounded in bomb attack in central Iraq,"" Xinhua News Agency, January 12, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,95,Iraq,10,Middle East & North Africa,Babil,Jbela,32.468191,44.550194,2,1,,"01/12/2012: A roadside bomb detonated near a civilian vehicle near Jbela area, Babil governorate, Iraq. Three civilians were injured in the blast. No group claimed responsibility for the attack.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,0,0,0,3,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,"There is conflicting information about injury numbers.  In addition, one source says that these civilians were pilgrims while another states they were only civilians.","""FACTBOX-Security developments in Iraq, January 12,"" Reuters News, January 12, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,95,Iraq,10,Middle East & North Africa,Diyala,Baqubah,33.748969,44.632769,1,0,,"01/12/2012: Assailants detonated a roadside bomb near a house in Baqubah city, Diyala governorate, Iraq. The house belonged to a member of the Sahwa Council. Three people were injured in the blast. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,17,Terrorists/Non-State Militia,94,Non-State Militia,Sahwa Council,Member,95,Iraq,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A roadside bomb was used in the attack.,0,0,0,3,0,0,-9,,.,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""FACTBOX-Security developments in Iraq, January 12,"" Reuters News, January 12, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Charsadda,34.150928,71.73594,1,0,Near the Farooq Azam Chowk in Bazaar tehsil,"01/12/2012: Assailants detonated an explosive device outside a music center near Farooq Azam Chowk, Charsadda district, Khyber Pakhtunkhwa province, Pakistan. At least five people were injured and seven shops destroyed or damaged in the blast. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,16,Unknown Explosive Type,,.,,.,,.,,.,,.,,.,A small bomb was used in the attack.,0,0,0,5,0,0,1,3,Minor (likely < $1 million),-99,A music shop was damaged in this attack.,0,,,,,,,,,,,,,,.,,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here.","""FACTBOX-Security developments in Pakistan, Jan 12,"" Reuters News, January 12, 2012.","""Nine injured in blast outside music centre,"" Daily The Post, January 13, 2012.","""Bomb blast   wounds 5 in Charsadda,"" Daily the Pak Banker, January 13, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,173,Saudi Arabia,10,Middle East & North Africa,Eastern,Al-Awamiyah,26.55905,49.995689,1,0,The incident took place in Qatif province.,"01/12/2012: Attackers threw Molotov Cocktails at a Saudi security patrol in Al-Awamiyah village, Eastern, Saudi Arabia. The security patrol returned fire, killing one attacker and injuring another. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,.,,.,4,Military,29,Military Unit/Patrol/Convoy,Royal Saudi Arabian Armed Forces,Patrol,173,Saudi Arabia,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,.,,.,,.,,.,Molotov cocktails were used in the attack.,1,0,1,1,0,1,1,4,Unknown,-99,A military vehicle was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Update:APNewsNow.,"" The Canadian Press - Broadcast wire, January 13, 2012.","""Saudi patrol   attacked   by Molotov cocktails,"" Al-Shorfa, January 13, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,110,Lebanon,10,Middle East & North Africa,South,Sarafand,33.454738,35.297233,1,0,,"01/12/2012: Assailants detonated an explosive device at a liquor store in Sarafand city, South governorate, Lebanon. No one was injured; however, the blast damaged the store and other nearby shops. No group claimed responsibility for the incident; however, sources noted that this was one in a spate of recent attacks on stores or restaurants serving alcohol in the conservative area of Lebanon.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,1,Business,7,Retail/Grocery/Bakery,Unknown,Liquor Store,110,Lebanon,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,"The specific motive is unknown; however, this was one in a spate of recent bomb attacks on stores and restaurants serving alcohol in the conservative area of Lebanon.",0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,28,Dynamite/TNT,,.,,.,,.,,.,,.,,.,Five hundred grams of TNT were used in the attack.,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A store selling alcohol and four nearby shops were damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Another liquor store bombed in south Lebanon,"" Agence France Presse, January 12, 2012.","""Bomb hits south Lebanon liquor store, no injuries or casualties; Bomb hits south Lebanon liquor store, no injuries or casualties,"" Daily Star, January 13, 2012.",,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,4,Afghanistan,6,South Asia,Wardak,Saydabad district,33.895519,68.763192,3,0,,"01/12/2012: Assailants attacked Afghan security forces in Saydabad district, Maidan Wardak province, Afghanistan. The forces were attempting to pick up four bodies of kidnapped construction workers when they were ambushed. There were no casualties in the gunfire. No group claimed responsibility, but security sources attributed the attack to the Taliban.",1,1,1,0,,.,0,0,0,2,Armed Assault,,.,,.,1,Business,12,Construction,Unknown,Construction Workers,4,Afghanistan,3,Police,25,Police Security Forces/Officers,Afghan Police,Officers,4,Afghanistan,,.,,.,,,,.,Taliban,,,,,652,,,,,0,,,-99,0,1,10,Unknown,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Militants   kill road construction employees in Wardak province,"" Khaama Press, January 12, 2012.",,,START Primary Collection,0,0,0,0,
2.01201E+11,2012,1,12,,0,,153,Pakistan,6,South Asia,Khyber Pakhtunkhwa,Azakhel,33.834489,71.593166,1,1,Occurred in Merikhel area,"01/12/2012: Assailants fired a mortar shell at Merikhel area, Akakhel village, Khyber Pakhtunkhwa province, Pakistan. Five people died, one was injured, and a house was destroyed in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,14,Private Citizens & Property,67,Unnamed Civilian/Unspecified,Not Applicable,Civilians,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,11,"Projectile (rockets, mortars, RPGs, etc.)",,.,,.,,.,,.,,.,,.,A mortal shell was used in the attack.,5,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Mortar shell kills 4 children, woman in Bara,"" Daily Today's Muslim Peshawar, January 13, 2012.",,,START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,153,Pakistan,6,South Asia,Balochistan,Sohbatpur,28.51882,68.541111,1,1,Under Baba Raja Bridge,"01/12/2012: Assailants exploded a remote-controlled explosive device under Baba Raja Bridge near Sohbatpur area, Naseerbad district, Balochistan province, Pakistan. The explosive device was targeting an Oil & Gas Development Corporation Limited (OGDCL) car, but all the passengers survived. However, the bridge was blown up in the attack. No group claimed responsibility for the incident.",1,1,1,0,,.,0,1,0,3,Bombing/Explosion,,.,,.,1,Business,1,Gas/Oil,Oil and Gas Development Company Limited (OGDCL),Vehicle,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,6,Explosives/Bombs/Dynamite,12,Remote Trigger,,.,,.,,.,,.,,.,,.,,0,0,0,0,0,0,0,,.,,,0,,,,,,,,,,,,,,.,,,"""Two shot dead in Balochistan,"" The Nation, January 13, 2012.","""Pakistan: Peshawar-Bound Passenger Coach Escapes Bomb Attack in Lower Kurram,"" Mashriq, January 13, 2012.","""Pakistan: Unknown Culprits Fail To Blow Up Official Vehicle in Balochistan,"" Awam, January 13, 2012.",START Primary Collection,-9,-9,0,-9,
2.01201E+11,2012,1,12,,0,,153,Pakistan,6,South Asia,Balochistan,Talli,29.528243,68.134198,1,0,,"01/12/2012: Assailants attacked a checkpoint in Tali area, Sibi district, Balochistan province, Pakistan. No one was injured in the attack. No group claimed responsibility for the incident.",1,1,0,1,1,Insurgency/Guerilla Action,0,1,0,2,Armed Assault,,.,,.,4,Military,27,Military Barracks/Base/Headquarters/Checkpost,Pakistan Armed Forces,Checkpost,153,Pakistan,,.,,.,,,,.,,.,,.,,,,.,Unknown,,,,,-9,,,,,0,,,-99,0,0,,.,,,.,,,.,,5,Firearms,5,Unknown Gun Type,,.,,.,,.,,.,,.,,.,Heavy weapons were used in the attack.,0,0,0,0,0,0,-9,,.,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,.,,,"""Two shot dead in Balochistan,"" The Nation, January 13, 2012.",,,START Primary Collection,-9,-9,0,-9,
