name,par_rank,k_q1,k_q2,k_q3,k_q4,k_q5,k_top10pc,k_top1pc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berkshire Community College,0.532934217,0.147138502,0.221509853,0.24490172,0.235226001,0.151223925,0.057820688,0.000895824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berry College,0.705185345,0.112228501,0.130712689,0.16352498,0.300119136,0.293414693,0.165770148,0.0159291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beth Medrash Govoha Of America,0.618669051,0.222184203,0.261384777,0.156959846,0.129468408,0.230002766,0.166076697,0.029981281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bethany College of Bethany, WV",0.576631781,0.075123421,0.113364338,0.153965802,0.322314125,0.335232314,0.143591444,0.013743405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bethany College of Lindsborg, KS",0.589027261,0.093717508,0.106518865,0.192993168,0.323278642,0.283491817,0.109543601,0.010082951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethany Lutheran College,0.582635854,0.110143659,0.169467756,0.25400356,0.287834557,0.178550468,0.055885365,0.008630194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethel College,0.615582554,0.152252774,0.187823138,0.22698712,0.24163492,0.191302049,0.090208251,0.005470011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bethel University of McKenzie, TN",0.465828097,0.164405771,0.150255268,0.204584095,0.268952163,0.211802703,0.078341144,0.011043687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bethel University of Saint Paul, MN",0.711399794,0.12267055,0.147210478,0.155785532,0.24268811,0.33164533,0.186711233,0.016841896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bethune Cookman University,0.411801545,0.097754268,0.181911802,0.304110146,0.292663173,0.123560612,0.054262601,0.002264561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bevill State Community College,0.445799757,0.192471402,0.212698462,0.229361359,0.224149135,0.141319643,0.049602489,0.00273423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Bend Community College,0.515685649,0.15461469,0.160615022,0.234240569,0.244011372,0.206518347,0.083274612,0.003820322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binghamton University,0.670249654,0.082781857,0.072408568,0.07942482,0.168910364,0.596474391,0.397484479,0.061370674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biola University,0.68247524,0.187117307,0.141649768,0.161905982,0.208494904,0.300832039,0.159922077,0.015338795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birmingham Southern College,0.777102825,0.120369756,0.110113748,0.129887806,0.226878003,0.412750687,0.272176559,0.055486458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bishop State Community College,0.325148649,0.139066596,0.323992915,0.282266627,0.165814337,0.088859524,0.03580477,0.000826948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bismarck State College,0.532407601,0.080876329,0.117242851,0.214503682,0.281072397,0.306304742,0.15856345,0.008608756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Hawk College,0.562316978,0.118621734,0.193051458,0.251893581,0.249505071,0.186928156,0.065811243,0.001104006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black River Technical College,0.392300315,0.139981934,0.255208525,0.294143138,0.200707076,0.109959328,0.041245736,0.000227529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackburn University,0.541153636,0.055309917,0.130302631,0.193272196,0.380479318,0.240635939,0.116381813,0.004628593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackhawk Technical College,0.571384581,0.104916416,0.218214005,0.292698907,0.233870489,0.150300183,0.060360885,0.001843675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bladen Community College,0.365469442,0.203799561,0.264731917,0.307638442,0.156435059,0.067395021,0.012846642,0.000332215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blinn College,0.612966081,0.13713493,0.141677289,0.193650369,0.254313325,0.273224087,0.143813967,0.013647472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloomfield College,0.38526128,0.099040092,0.182139703,0.211046045,0.271108486,0.236665673,0.08130578,0.005961924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bloomsburg University Of Pennsylvania,0.651979705,0.07967065,0.096559386,0.150440852,0.332929373,0.340399738,0.151101998,0.006339605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Mountain Community College,0.502286221,0.159311369,0.204957733,0.268774741,0.220107941,0.146848217,0.034033285,0.003662684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blue Ridge Community College of Flat Rock, NC",0.498399968,0.178275912,0.256000591,0.287215084,0.192802761,0.085705652,0.019931881,0.000623723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blue Ridge Community College of Weyers Cave, VA",0.563164684,0.124530355,0.186024569,0.269434037,0.269397795,0.150613245,0.055023429,0.002103492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluefield State College,0.452383278,0.180781361,0.222872213,0.223654753,0.224269163,0.14842251,0.056005382,0.003075416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bluffton University,0.622848975,0.104348356,0.109600807,0.181579267,0.388110965,0.216360605,0.093418713,0.008111117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boise State University,0.597179421,0.141701595,0.179712525,0.230470169,0.241409686,0.206706025,0.09153257,0.007478778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boricua College,0.275593159,0.174987976,0.259350925,0.222752164,0.21397968,0.128929254,0.04896199,0.001031393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bossier Parish Community College,0.508346668,0.149049645,0.221200202,0.249978943,0.218301637,0.161469574,0.07060601,0.00421763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston College,0.814904481,0.084641751,0.06313507,0.065523392,0.147762963,0.638936823,0.461110407,0.109039306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston University,0.757368923,0.093526478,0.083324058,0.09047746,0.174580386,0.558091619,0.373341214,0.058735992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowdoin College,0.814077114,0.077352729,0.083338407,0.105727445,0.176065893,0.557515526,0.368011645,0.085235903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bowling Green State University,0.677596001,0.081742634,0.109069395,0.19244217,0.321054434,0.295691367,0.135241741,0.009522852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bradford School of Columbus, OH",0.41949826,0.134540805,0.242464557,0.288177828,0.26386093,0.07095588,0.006476629,0.001031851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bradford School of Pittsburgh, PA",0.556916801,0.161873035,0.256771728,0.301016353,0.221988662,0.058350222,0.021329948,0.001384418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bradley University,0.735037072,0.081099704,0.075827349,0.115678438,0.22798133,0.499413179,0.277285975,0.022728166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brandeis University,0.773560667,0.087130006,0.091021217,0.097780455,0.17101503,0.553053292,0.369683644,0.076518175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brazosport College,0.558927929,0.154318991,0.157240809,0.18635387,0.218433985,0.283652344,0.164987678,0.00566289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brenau University,0.649340884,0.155614783,0.151432407,0.193137254,0.324576699,0.175238857,0.068022547,0.002954844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brevard College,0.677075378,0.15811614,0.212629195,0.247612163,0.224482387,0.157160115,0.064137282,0.006221872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brewton Parker College,0.520744076,0.151826388,0.183558519,0.260027529,0.259433513,0.145154051,0.071357712,0.000850661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briar Cliff University,0.571063486,0.06032666,0.124419305,0.22096553,0.351350982,0.242937522,0.102677301,0.008745894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Briarcliffe College,0.541139423,0.163882374,0.182552021,0.17512004,0.232633985,0.245811579,0.112888342,0.002397091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgerland Applied Technology College,0.558340028,0.229061537,0.255974374,0.19399696,0.153443366,0.167523763,0.063226848,0.002351726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgewater College,0.653705812,0.079910309,0.097269018,0.176847968,0.341593731,0.304378974,0.152885433,0.008169655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgewater State University,0.669295114,0.085820979,0.114058229,0.164841616,0.285945601,0.349333575,0.130241529,0.00461565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigham Young University,0.76801625,0.292192523,0.130712272,0.091296314,0.134157606,0.351641285,0.233776733,0.034488034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigham Young University - Hawaii,0.677964311,0.275220247,0.165717838,0.142245708,0.197682858,0.21913335,0.113032727,0.013552658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brigham Young University-Idaho,0.676570975,0.309373089,0.163949979,0.122072508,0.153824647,0.250779776,0.136537074,0.012951473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bristol Community College,0.54103775,0.130783905,0.182611292,0.250028122,0.25650503,0.180071652,0.062975233,0.001335787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookdale Community College,0.646471126,0.148802412,0.176460556,0.19040535,0.230520193,0.253811488,0.120824036,0.007032812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookline College,0.315369557,0.225027348,0.297036731,0.282914947,0.14927258,0.045748394,0.004156529,0.001041148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brooks Institute,0.658332434,0.21446093,0.197913024,0.172153172,0.206150901,0.209321972,0.108291709,0.006095132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broome Community College,0.532355332,0.139176154,0.209791165,0.258920557,0.23924608,0.152866044,0.057758506,0.001307657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Broward College,0.487403483,0.150845219,0.191939585,0.234241906,0.250217381,0.172755909,0.074230963,0.002903544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown College,0.542226876,0.115450791,0.190404244,0.258770313,0.273751781,0.161622871,0.05066002,0.002894074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brown University,0.835831058,0.091435001,0.08825526,0.085129825,0.145856293,0.589323621,0.433957083,0.137416334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brunswick Community College,0.431821729,0.197553428,0.308380352,0.252446996,0.179756389,0.061862834,0.019777316,6.60E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryan College,0.616644279,0.169333451,0.195058823,0.202045626,0.261095372,0.172466729,0.086461754,0.014855366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryant University,0.746472322,0.045903487,0.054781798,0.05324441,0.159380555,0.686689751,0.486432469,0.060210563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bryn Mawr College,0.741593934,0.129514681,0.12176198,0.137382126,0.219483775,0.391857438,0.229125509,0.029328111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bucknell University,0.794165955,0.080199071,0.057688008,0.08087852,0.145956221,0.635278181,0.460192471,0.095492948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bucks County Community College,0.634898366,0.150767164,0.16803151,0.208176366,0.250738876,0.222286084,0.083709408,0.002582145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buena Vista University,0.573608623,0.049458819,0.091571813,0.181130591,0.350015627,0.327823149,0.148433701,0.007673196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunker Hill Community College,0.455408928,0.158751123,0.199374287,0.223703815,0.24479349,0.173377284,0.069973559,0.00204344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington County College - Pemberton Campus,0.608716446,0.135842639,0.174046058,0.218333432,0.250103823,0.221674048,0.088670885,0.004130446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Butler County Community College of Butler, PA",0.530565385,0.121702887,0.203164933,0.238199241,0.278660946,0.158271993,0.06941814,0.002346883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Butler County Community College of El Dorado, KS",0.569893518,0.142211471,0.205617175,0.255336307,0.2482952,0.148539846,0.051566509,0.002107219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butler University,0.773233681,0.075074613,0.08812489,0.108027442,0.229402798,0.499370257,0.34288879,0.02750354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Butte College,0.523957846,0.202666174,0.194375186,0.208642225,0.194676331,0.199640084,0.101083103,0.005544904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY Bernard M. Baruch College,0.42644337,0.096791314,0.095457049,0.096581824,0.189417894,0.521751919,0.320205629,0.036214294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY Borough Of Manhattan Community College,0.333907498,0.143730261,0.187978759,0.217040294,0.254459845,0.196790841,0.086200613,0.001411721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY Bronx Community College,0.29910172,0.162599874,0.207576523,0.217265498,0.267132239,0.145425865,0.059984548,0.000367265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY Brooklyn College,0.476604588,0.152153174,0.129475491,0.127511239,0.194480898,0.396379198,0.221490648,0.028840283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY Hunter College,0.466722665,0.130040613,0.125502508,0.141951335,0.233980952,0.368524592,0.175037373,0.009534577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY John Jay College Of Criminal Justice,0.405763138,0.106892146,0.106845694,0.147997401,0.259719155,0.378545604,0.206589796,0.003661202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY Laguardia Community College,0.329589091,0.149334756,0.18703292,0.211475878,0.26847271,0.183683735,0.073208086,0.001151869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY Lehman College,0.341188916,0.110727581,0.132347357,0.169986132,0.291316981,0.295621948,0.125887894,0.003481177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY Medgar Evers College,0.338324204,0.118122999,0.219423672,0.217215643,0.271950836,0.17328685,0.072091327,0.003093167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY Queens College,0.522337238,0.141348204,0.122624027,0.121330398,0.188769324,0.425928046,0.224229574,0.016566022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CUNY York College,0.355483376,0.129357155,0.145236637,0.196989699,0.301411517,0.227004992,0.086227021,0.004886495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CUNY, Hostos Community College",0.266836903,0.155546607,0.226373316,0.225752322,0.24054868,0.151779076,0.073478809,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabrillo College,0.56030357,0.200130099,0.203538308,0.196126675,0.203501351,0.196703567,0.09982163,0.004756531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cabrini College,0.684482315,0.091346617,0.094807718,0.151044463,0.287846668,0.374954534,0.156021058,0.008952837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cairn University,0.600635444,0.220263994,0.195918227,0.176966039,0.252462229,0.15438951,0.066775359,0.002037137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caldwell College,0.631174898,0.100231199,0.120252024,0.147443944,0.281162705,0.350910128,0.150808997,0.005959019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caldwell Community College & Technical Institute,0.512527472,0.181065901,0.228123139,0.285996266,0.2061806,0.098634093,0.029917979,0.001284843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun Community College,0.555661351,0.166452328,0.234875182,0.235135502,0.218310338,0.14522665,0.050423148,0.000472086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Baptist University,0.621197077,0.169832512,0.139670959,0.181063952,0.217978248,0.291454329,0.12792474,0.008685124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California College Of The Arts,0.661119232,0.181682371,0.210060308,0.180841374,0.191076839,0.236339108,0.141062802,0.010904079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Culinary Academy,0.584234439,0.184150857,0.209073893,0.218953856,0.210211357,0.177610037,0.075458794,0.001615263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Institute Of Technology,0.746004221,0.084309585,0.065216727,0.059257901,0.123567908,0.667647879,0.523301769,0.140797671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Institute Of The Arts,0.694929475,0.190567171,0.233447814,0.160737439,0.162495484,0.252752092,0.179219424,0.032090641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Lutheran University,0.722027274,0.114863631,0.100197381,0.109761906,0.235326742,0.439850341,0.224537888,0.019552415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Maritime Academy,0.712130928,0.072683029,0.039542451,0.085179625,0.08295988,0.719635015,0.572800369,0.043211576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California Polytechnic State University,0.753248831,0.092857532,0.078071586,0.084532677,0.156139635,0.58839857,0.410296277,0.05027551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State Polytechnic University, Pomona",0.583455906,0.098040761,0.088633329,0.113705174,0.204938434,0.494682302,0.280511882,0.012749106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California State University - Sacramento,0.623631152,0.105162074,0.105992017,0.135730899,0.256115127,0.396999884,0.200746596,0.00794173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California State University Channel Islands,0.664562156,0.084050282,0.134414797,0.163017247,0.293400376,0.325117297,0.088918003,0.007461432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Bakersfield",0.550141947,0.123717533,0.111673954,0.149536563,0.228221223,0.386850727,0.168783378,0.008075774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Chico",0.712693733,0.109348971,0.113997139,0.127298103,0.221890531,0.427465256,0.247089271,0.022131248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Dominguez Hills",0.416794469,0.105053905,0.142292459,0.183788721,0.281347465,0.287517449,0.10151502,0.004540042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, East Bay",0.621243891,0.105688439,0.106145511,0.118907468,0.22206344,0.447195142,0.236781418,0.012926224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Fresno",0.558883874,0.109989752,0.125910456,0.150244561,0.255212476,0.358642757,0.163666361,0.013146489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Fullerton",0.604733094,0.119304959,0.105310106,0.130162473,0.241997379,0.403225083,0.194098508,0.011533237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Long Beach",0.613430921,0.101023719,0.112341488,0.138315861,0.233964291,0.41435464,0.199914674,0.011936493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Los Angeles",0.372024361,0.113502618,0.120195407,0.162889671,0.276607284,0.32680502,0.12745494,0.002268307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Monterey Bay",0.641400318,0.117702989,0.120611575,0.188086699,0.262920625,0.310678111,0.129001438,0.008403005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Northridge",0.513859183,0.116977338,0.126867932,0.150195145,0.242350825,0.36360876,0.177284663,0.01111173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, San Bernardino",0.550327799,0.115261617,0.126053664,0.166167263,0.246381644,0.346135811,0.151468673,0.007353265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, San Marcos",0.639580581,0.11749516,0.123434723,0.137730793,0.259602469,0.361736855,0.191380144,0.013889294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"California State University, Stanislaus",0.557670304,0.120011477,0.120362276,0.150380406,0.271491471,0.33775437,0.134461606,0.003823275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
California University Of Pennsylvania,0.575098366,0.098132154,0.135733326,0.207306244,0.336864513,0.221963763,0.087523964,0.004325573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calvin College,0.74519729,0.114316599,0.126004221,0.153544553,0.254545206,0.351589422,0.202187234,0.016958272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambria Rowe Business College,0.376446505,0.153827276,0.252816112,0.366773573,0.174109079,0.052473959,0.012603119,0.000900427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden County College,0.566041143,0.148297766,0.190652749,0.22449294,0.231221691,0.205334853,0.082791054,0.002840508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameron University,0.481359281,0.137519194,0.155948025,0.240720746,0.259312063,0.206499972,0.080099117,0.005585197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbell University,0.555895877,0.106798513,0.115498424,0.173730526,0.28919702,0.314775517,0.16606156,0.009532688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Campbellsville University,0.557173987,0.106310254,0.201829308,0.218062627,0.32985479,0.14394302,0.053958999,0.000532909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canisius College,0.652200207,0.065441334,0.082036852,0.137417522,0.302718754,0.412385538,0.204928652,0.032142239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Cod Community College,0.550520988,0.15567546,0.226869232,0.236967053,0.218520732,0.161967523,0.066749382,0.001072688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cape Fear Community College,0.554723336,0.168483697,0.24203271,0.261681828,0.205231963,0.122569802,0.045760102,0.004973966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Area Technical College,0.41379207,0.167827864,0.239097685,0.22389126,0.162055928,0.207127263,0.11364263,0.006610296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital Community College,0.43954537,0.135838509,0.199358777,0.271580228,0.231735681,0.161486805,0.058197261,0.001408644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capital University,0.622985872,0.080840615,0.107891344,0.185337861,0.305308725,0.320621455,0.14403389,0.011216415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Capri Institute Of Hair Design,0.548289103,0.254722958,0.249098966,0.237014479,0.182989412,0.076174185,0.051467647,0.003167029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardinal Stritch University,0.636148524,0.057647559,0.146627161,0.219747401,0.288337832,0.287640047,0.100522266,0.003259192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Albert State College,0.406020394,0.179185697,0.224094739,0.242463145,0.196110779,0.158145642,0.070968405,0.00742942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carl Sandburg College,0.49057838,0.120564114,0.246142866,0.281884877,0.22293621,0.128471933,0.042204383,0.000760499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carleton College,0.809342706,0.087055134,0.100384554,0.129146471,0.229640701,0.45377314,0.268760158,0.056850538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlow University,0.533131396,0.085880401,0.127567695,0.24045785,0.324700997,0.221393056,0.090099894,0.002269516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carnegie Mellon University,0.769309399,0.086879078,0.074630061,0.082425494,0.121496044,0.634569322,0.505819768,0.12759337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrington College California,0.434762942,0.191892116,0.221650922,0.243528578,0.252922777,0.090005608,0.008663521,0.000365265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carrington College of Mesa, AZ",0.373857977,0.208624956,0.255691651,0.328027536,0.155997452,0.051658405,0.020469097,0.001175492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Carrington College of Spokane Valley, WA",0.400289479,0.218311498,0.286341368,0.275843785,0.164488534,0.055014816,0.014358448,0.000424408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carroll College,0.651448993,0.091452241,0.110292016,0.160252392,0.252710257,0.385293094,0.206312815,0.018974911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carroll Community College,0.66194863,0.14865641,0.143754127,0.206730378,0.26910896,0.231750126,0.093574589,0.003919252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
