name,Mean Parental Income,Median Parental Income,Mean Child Earnings,Median Child Earnings,Mean Kid Earnings (non-zero)
Tennessee College Of Applied Technology - Morristown,62646.96921,49300,28796.27813,25000,30200
Tennessee College Of Applied Technology-Jackson,54278.31948,54600,32384.15329,30000,35800
Tennessee College Of Applied Technology-Memphis,58836.44495,43900,29468.38235,28100,29300
Tennessee College Of Applied Technology-Shelbyville,66749.56308,61500,35157.70991,31500,32800
Tennessee State University,65503.73648,52600,40092.98842,36200,38400
Tennessee Technological University,94952.48829,78400,46453.59313,39700,42400
Tennessee Wesleyan College,75293.54014,71800,38268.40359,36300,38600
Terra State Community College,64580.29662,64200,34175.588,30600,34600
Texarkana College,66091.55371,61200,31047.69805,28500,32000
Texas A&M International University,57651.97056,35400,44043.14955,42800,46200
Texas A&M University,164709.1155,119400,73997.09468,59400,66200
Texas A&M University - Commerce,83539.49,72800,42755.61518,38000,39900
Texas A&M University - Corpus Christi,96690.42495,81700,48203.69325,43400,46400
Texas A&M University - Kingsville,64949.87343,47700,47080.09736,39800,43400
Texas Christian University,254114.7662,142700,68182.57655,52200,57300
Texas Lutheran University,119464.5921,92800,52533.34996,47600,49200
Texas School Of Business,42459.7616,31100,21630.16893,20200,25100
Texas Southern University,47258.42805,36300,30258.77763,27700,31000
Texas State Technical College,71074.01552,56400,40437.03479,33900,39500
Texas State Technical College Harlingen,41275.66788,29100,31168.5131,25400,29800
Texas State Technical College West Texas,58677.62591,41000,34020.36925,28900,33700
Texas State University,123790.0757,100900,49441.74951,44000,47000
Texas Tech University,149180.2108,110300,61953.59855,48800,53400
Texas Wesleyan University,82651.87646,62800,42900.3128,42000,43200
Texas Woman's University,99060.92515,82600,42003.06245,40200,43400
Thiel College,73692.44863,69500,38253.67986,36300,38800
Thomas A Edison State College,201529.7201,79300,47316.57573,37500,47400
Thomas College,65621.47148,60700,41332.36199,38000,39500
Thomas More College,108354.0109,89700,52309.67224,45600,47900
Thomas Nelson Community College,73873.28434,65800,31282.66886,27500,32600
"Three Rivers Community College of Norwich, CT",86143.64807,76200,34882.66851,32500,36400
"Three Rivers Community College of Poplar Bluff, MO",57414.40958,46700,28004.9072,24500,27600
Tidewater Community College,75249.25973,65500,31954.4993,28900,32900
Tiffin University,83310.24805,75400,42722.07946,38400,40600
Tompkins Cortland Community College,70535.23827,58900,29687.31193,27200,31000
Transylvania University,155641.8699,98300,59062.48578,45200,47400
Treasure Valley Community College,67205.79328,52000,32994.22519,23900,27800
Trevecca Nazarene University,89277.73793,79400,37206.00499,34000,36500
Tri-County Community College,55890.66858,44100,22538.45649,19000,23400
Tri-County Technical College,74401.26195,64000,30495.27237,28500,32900
Triangle Tech,63779.60254,55800,38886.93728,37500,41000
Trident Technical College,79527.70015,63500,30135.26402,27200,31500
Trine University,94744.5417,83700,55579.84946,50800,55000
Trinity Christian College,137224.1576,92700,41368.70107,37800,41900
"Trinity College of Hartford, CT",504456.0463,198000,89948.47945,67300,71200
Trinity International University,102199.9041,86400,41341.50615,33700,39500
Trinity University,275796.9857,153200,75491.33242,58100,62900
Trinity Valley Community College,65356.78441,55700,33204.39178,29000,33100
Triton College,75870.8559,63800,38316.26068,33700,37300
Trocaire College,66215.9418,65400,38036.40287,38200,39600
"Troy University And Troy State Universities, Montgomery And Dothan",75269.7259,64400,41360.09537,35800,38700
Truckee Meadows Community College,85852.89575,72900,33628.26885,30100,34600
Truett Mcconnell College,152815.9434,103100,37536.38308,32200,36500
Truman State University,121177.3543,104700,56255.01705,46400,49000
Tufts University,370105.7197,187900,97354.6188,73100,77300
Tulsa Community College,84362.59918,69800,34116.0493,30000,34300
Tulsa Technology Center School,63178.88741,54500,28961.13833,25000,29900
Tulsa Welding School,55048.25404,43900,37410.28613,26100,34500
Tunxis Community College,93725.85071,80800,36099.20667,33000,38200
Tusculum College,84102.00613,67600,40601.72066,37100,39500
Tuskegee University,66053.22195,54400,43675.60571,38900,42200
Tyler Junior College,73820.2925,57400,35554.50973,29800,34100
Ulster County Community College,79104.46184,66300,32853.25658,29000,33700
Umpqua Community College,68024.21336,56700,32455.296,26600,31900
"Union College of Barbourville, KY",62249.84431,56400,40160.50263,36900,38100
"Union College of Schenectady, NY",290078.2197,134700,83839.20732,66600,70800
Union County College,76545.98843,62400,37671.34696,33600,38100
Union University,107919.0002,89300,44968.56136,38900,43500
United Education Institute,35004.68341,29600,22615.28372,19100,25600
United Talmudical Seminary,52691.84575,21200,25725.3481,15300,16000
"Universal Technical Institute of Orlando, FL",80284.12966,68500,35313.87434,33700,37800
"Universal Technical Institute of Rancho Cucamonga, CA",75764.7293,62900,43138.19658,41300,44800
University Of Advancing Computer Technology,98070.98624,80600,46035.19773,38100,45100
University Of Akron ,86014.02292,74300,42518.20112,35700,39000
University Of Alabama,152857.9703,106100,56930.88765,44300,48100
University Of Alabama At Birmingham,92744.63791,74600,45752.64606,38100,41300
University Of Alabama In Huntsville,104579.6738,91300,48798.27596,45800,50800
University Of Alaska System,97328.11398,85000,40188.2656,35300,41100
University Of Arkansas,134244.4676,93400,62654.7534,45800,49700
University Of Arkansas At Fort Smith,70232.27161,58400,31162.99199,27800,32100
University Of Arkansas At Little Rock,78417.40625,62900,37124.98828,30900,34800
University Of Arkansas At Monticello,68064.34399,58800,36509.73388,31400,35300
University Of Arkansas At Pine Bluff,47103.45137,35400,30620.71294,28200,30200
University Of Arkansas Community College At Batesville,54978.69719,48700,26019.45857,21400,26600
University Of Arkansas Community College At Hope,52763.41117,43500,26721.88272,23900,27300
University Of Arkansas Community College At Morrilton,67613.96346,57300,29103.58742,24400,29200
University Of Bridgeport,71392.89291,56600,39847.14051,31900,39800
"University Of California, Berkeley",194452.1916,114700,93578.78177,67900,74300
"University Of California, Davis",158390.0813,109400,72099.31766,61600,66000
"University Of California, Irvine",121501.6514,92100,68174.46898,60400,65300
"University Of California, Los Angeles",171784.8011,105500,82856.58801,65800,71700
"University Of California, Riverside",102472.0094,75000,59668.70069,52800,57200
"University Of California, San Diego",176468.6574,111300,79191.14699,65300,70600
"University Of California, Santa Barbara",192472.4304,124000,71105.52185,58800,63100
"University Of California, Santa Cruz",182158.5702,115400,53540.24453,46100,50700
University Of Central Arkansas,90314.91667,77200,44487.09674,38800,41900
University Of Central Florida,119866.2629,91200,53496.86398,46000,49100
University Of Central Missouri,94226.19986,83800,42963.37951,38900,41200
University Of Central Oklahoma,92411.64676,77500,44236.08017,37800,41400
University Of Charleston,92598.3479,77700,46538.68766,38000,43700
University Of Chicago ,284501.3159,132000,92628.02125,61700,67600
University Of Cincinnati,106978.3692,85200,45505.09555,39100,42400
University Of Colorado System,274593.0041,128200,60883.52901,48300,53200
University Of Connecticut,140206.5862,110300,67043.86178,56700,60000
University Of Dallas,151581.2021,116700,48719.75188,44200,51300
University Of Dayton,212071.4412,128400,68792.80351,57300,61200
University Of Delaware,175413.3678,131400,67544.9878,57700,61200
University Of Denver,425786.6962,152000,65720.688,51200,57700
University Of Detroit Mercy,94284.28887,85200,54147.96479,45600,50600
University Of Evansville,135345.5347,96700,48012.26184,41600,44200
University Of Findlay ,96420.71937,81800,44147.17182,39900,42500
University Of Florida,148204.8041,106100,71790.42896,56700,61700
University Of Georgia,191466.4122,127400,63774.07799,49900,54300
University Of Hartford,172243.7231,106300,54098.8271,47400,50400
University Of Hawaii And Hawaii Community Colleges,88667.91568,75200,38812.30063,35600,39500
University Of Houston System,88093.508,65700,53490.42961,45400,48700
University Of Idaho,109002.8595,86600,48352.82893,41300,45400
University Of Illinois System,142851.4173,109000,74004.48435,59700,63900
University Of Indianapolis,100455.189,86100,44200.502,40600,42000
University Of Iowa,167563.2893,114700,64579.80689,52600,55600
University Of Kansas,177836.1655,116600,60349.20316,47300,51000
University Of Kentucky,134043.0895,98800,50098.17197,40100,43000
University Of La Verne,98916.00026,72300,56189.7318,48600,53700
University Of Louisiana At Lafayette,98408.23167,75800,47927.46459,39200,42400
University Of Louisiana At Monroe,74443.34685,59700,42824.01286,35000,38700
University Of Louisville,104304.3608,87400,45508.97185,39800,42500
University Of Maine System,88180.05037,72600,38128.01698,34300,37100
University Of Mary,86681.06856,79700,56108.80761,49800,52200
University Of Mary Hardin-Baylor,99405.07477,83700,41675.56934,40100,42900
University Of Mary Washington,162084.5558,133800,56370.47429,50000,54300
University Of Maryland System (Except University College) And Baltimore City Community College,126294.8041,102800,62048.21982,53500,57100
University Of Maryland University College,65178.01233,53900,41460.66443,40100,43100
University Of Massachusetts System,123207.0171,100000,58144.61871,51700,55100
University Of Memphis ,105277.8992,83000,42918.6764,36100,39100
University Of Miami,211065.5539,110100,76748.49737,54800,59700
University Of Michigan - Ann Arbor,267630.7744,156100,94755.62739,68700,73600
University Of Michigan - Dearborn,118110.3801,105200,57759.74648,50200,55400
University Of Michigan - Flint,105200.5162,94500,42313.94562,38700,41800
University Of Minnesota System,127788.9312,101600,60404.03143,48800,51500
University Of Mississippi,191835.2989,109100,59864.20959,43300,47700
University Of Missouri System And Missouri University Of Science And Technology,139780.2516,103000,60943.24342,48800,52000
University Of Mobile,94348.61891,77600,34517.18887,31300,34800
University Of Montana ,140607.9137,82400,40551.69245,34600,37700
University Of Montana Western ,69802.63083,59700,34735.70917,32200,35700
University Of Montevallo,107280.9166,87700,37925.05137,34900,39000
University Of Mount Olive,67607.93839,57100,39488.66449,38100,40400
University Of Mount Union,98104.27157,83400,52766.88647,44100,45600
University Of Nebraska System,115012.8428,89400,52762.25348,45200,47400
"University Of Nevada , Reno",138819.4499,103500,53145.92244,45900,49100
University Of Nevada - Las Vegas,127956.0432,90400,47090.53639,41500,45900
University Of New England,107871.9621,89600,52834.74091,48100,49700
University Of New Hampshire,145116.1522,109900,55197.61696,49100,51600
University Of New Haven,110786.7626,84900,53240.74665,49800,53800
University Of New Mexico,90916.43421,73900,42844.31338,34900,40200
University Of New Orleans ,86549.74264,66400,41012.22641,36500,40100
University Of North Alabama,92267.50886,80300,38778.51946,36000,39200
University Of North Carolina  Asheville,125395.0307,90600,40713.99568,36500,39600
University Of North Carolina - Chapel Hill,221587.9761,129500,74835.96752,54200,58900
University Of North Carolina - Charlotte,120413.3798,92300,48399.8418,42700,45500
University Of North Carolina - Greensboro,110261.5249,88700,39299.91421,36800,38900
University Of North Carolina At Pembroke,74324.59526,63600,35332.78431,33100,35100
University Of North Carolina At Wilmington ,142310.5531,106500,47707.67406,41700,44200
University Of North Carolina School Of The Arts,146827.2933,106800,41258.77701,32000,34700
University Of North Dakota,109450.853,90000,58529.12383,49400,52100
University Of North Florida,108325.6259,88900,46780.29625,42400,45600
University Of North Georgia,114920.8089,96300,43006.86442,40700,44000
University Of North Texas,122544.3549,98700,46208.19514,42000,45200
University Of Northern Colorado,125328.3643,99000,44556.62251,40900,42900
University Of Northern Iowa,102798.1472,88700,51564.24822,45800,47700
University Of Northwestern- St Paul,105821.3148,79700,36605.85267,32800,38400
University Of Notre Dame,331770.9155,165400,111395.2141,78800,84200
University Of Oklahoma,151737.7274,98500,60478.56475,47200,52200
University Of Oregon,171570.1465,108700,52302.1901,43700,47900
University Of Pennsylvania,458236.05,175300,172802.5197,91800,100100
University Of Phoenix,74280.39789,56000,39164.27702,35200,39400
University Of Pikeville,70850.18042,57400,38277.56823,32000,35900
University Of Pittsburgh System,115736.893,91200,57692.26025,48900,52100
University Of Portland,167171.4936,117600,61672.44173,56100,59600
University Of Puget Sound,231485.9523,129700,61003.6763,51400,56100
University Of Redlands,209235.6739,108400,55441.39039,47700,52000
University Of Rhode Island,139786.2826,105900,60249.74898,53400,56100
University Of Richmond,355367.9688,180600,99307.05547,69600,76500
University Of Rio Grande,70319.68736,60300,32234.43155,27900,34400
University Of Rochester,199434.7158,129200,78104.43809,62000,66100
"University Of Saint Francis of Fort Wayne, IN",97777.72708,83700,43479.78637,38600,40700
"University Of Saint Francis of Joliet, IL",96755.85993,91600,50007.64156,48500,51000
University Of Saint Joseph,105873.2302,86600,45084.37185,45800,48100
"University Of Saint Thomas of Houston, TX",159112.8068,90600,60989.9999,48600,53600
"University Of Saint Thomas of Saint Paul, MN",221534.8368,122900,66394.24132,57400,60100
University Of San Diego,315023.0151,139300,72549.48046,61200,66400
University Of San Francisco,242149.4808,106900,69600.16217,56900,62000
University Of Science & Arts Of Oklahoma,64256.73572,59400,36028.80946,28400,33100
University Of Scranton,167405.2647,120200,71007.0537,60000,63300
University Of Sioux Falls,93099.56674,78600,48121.81699,42600,43600
University Of South Alabama,94928.72094,76700,42217.58065,36700,40200
University Of South Carolina System,109065.3249,85400,46555.86691,39600,42300
"University Of South Dakota, South Dakota State Universities And South Dakota School Of Mines And Technology",87858.35646,71600,46333.35371,39600,41500
University Of South Florida,105616.1989,80500,48232.45132,42400,45400
University Of Southern California,285910.4066,120100,92409.22639,63700,70600
University Of Southern Indiana,100042.456,83700,38954.31289,35400,38400
University Of Southern Mississippi,96902.16908,76700,43145.92195,37200,39700
University Of Tampa ,148747.3032,92900,51151.74619,44700,47800
University Of Tennessee System,135382.7507,99200,53050.55121,42000,45100
University Of Texas - Pan American,50459.72651,31700,41415.78566,39300,41800
University Of Texas At Arlington,103612.1167,83600,53044.94095,46500,49900
University Of Texas At Austin,195837.4899,125100,78687.06788,57900,63600
University Of Texas At Brownsville,39152.50615,26400,34401.43472,29800,34200
University Of Texas At Dallas,128479.3366,100800,68956.8359,57100,61600
University Of Texas At El Paso,59130.92025,42400,41638.10449,38400,41500
University Of Texas At San Antonio,93456.32532,74300,47790.6446,43000,45800
University Of Texas At Tyler,87783.83751,80500,46024.84835,40600,44400
University Of Texas Of The Permian Basin,78160.88368,64200,52156.81155,43300,46100
University Of The Arts ,143759.6316,100600,34448.8195,28700,31900
University Of The Cumberlands,77373.19468,67000,38237.16799,36000,40000
University Of The District Of Columbia,51496.64398,40000,31968.70105,30100,35300
University Of The Incarnate Word,95860.18561,69900,43040.23185,40200,44100
University Of The Ozarks,96423.86066,72600,46650.37942,40300,45700
University Of The Pacific,202079.9263,96500,68705.45715,59000,64200
University Of The Sciences In Philadelphia,109049.2332,95300,99150.57314,102700,107500
University Of The South ,353212.4573,174200,62227.96537,46600,52100
University Of Toledo,99114.26067,85200,47604.0403,41400,44400
University Of Tulsa ,149613.9027,93600,62311.75483,46400,50500
University Of Utah,160074.7935,107400,50620.10705,41400,48800
University Of Vermont And State Agricultural College,246638.8889,120100,56115.83484,46700,49500
University Of Virginia,264071.6652,151000,101595.3226,71200,76100
University Of Virginia's College At Wise ,88150.29001,69900,47811.84704,38200,40600
University Of Washington - Seattle,155928.3594,108100,68049.27878,57500,62400
University Of West Alabama,73363.17647,60200,37727.75344,35800,38100
University Of West Florida ,94386.72618,79700,41961.73505,37500,40600
University Of West Georgia,97786.08519,85400,40477.01257,37500,40600
University Of Wisconsin System,125883.2437,96100,51945.1303,44000,46200
University Of Wyoming,111474.68,90100,54159.0435,45700,49100
Upper Iowa University,68258.75177,62000,37917.62881,36900,39200
Urbana University,80268.23855,75500,39856.7638,38900,40500
Ursinus College,160098.6956,103200,73420.56383,58500,63700
Ursuline College,93028.19184,75100,44396.82205,39300,45900
Utah College Of Massage Therapy,97051.27598,62300,23037.17761,16600,25600
Utah State University,119942.3447,91300,38713.92743,30100,41900
Utah Valley University,139495.2703,89800,37647.90728,29300,40300
Utica College,80905.81587,67500,53270.72144,47800,49500
Valdosta State University,96660.73184,83400,41364.91641,37800,40900
Valencia College,81872.24073,62000,33334.63359,29600,33900
Valley City State University,68016.74413,62700,46444.1048,41800,43300
Valparaiso University,145714.9438,107000,59310.82663,51200,54000
Vance - Granville Community College,56108.12309,43100,25315.87892,23800,27900
Vanderbilt University,535431.0616,197900,97621.93063,72800,79200
Vanguard University Of Southern California,119919.5008,83200,41389.99464,32900,38900
Vassar College,285792.7946,145100,61132.69008,46000,50400
Vatterott College,59444.9489,48500,30213.51125,27200,30400
Vaughn College Of Aeronautics And Technology,42817.99932,30900,56313.27652,53000,59500
Ventura County Community College District,95888.39963,73700,36632.46611,30600,37100
Vernon College,77764.21283,53100,33012.25998,28300,32400
Victor Valley Community College,67682.33844,62600,32231.85404,25200,33800
Victoria College,73409.67076,65600,40992.65045,34700,37900
Villanova University,315701.2563,159900,96732.57598,78300,83700
Vincennes University,78009.54133,68800,35071.16852,32600,35500
Virginia College,52734.07283,36500,23783.35656,20200,24600
Virginia Commonwealth University,108486.661,90700,46673.72252,40200,43000
Virginia Highlands Community College,59370.95551,54300,26688.42323,24900,28600
Virginia Military Institute,153454.3008,116700,73754.66417,70800,73400
Virginia Polytechnic Institute & State University,160204.6999,123300,70050.93191,62300,66400
Virginia State University,63044.4121,52200,37246.40755,35900,39100
Virginia Wesleyan College,223228.413,90400,42790.62743,40400,42100
Virginia Western Community College,78722.09045,66800,30292.7905,28400,31500
Viterbo University,93904.17842,78200,42106.32357,38600,40100
Volunteer State Community College,80671.05297,70800,32347.20204,29800,33000
Wabash College,139083.9862,100800,74798.58666,58200,62800
Wagner College,145977.5981,114400,65155.16192,58000,62000
Wake Forest University,433526.4192,191500,100407.6708,71500,76500
Wake Technical Community College,92029.02701,78900,31266.55359,28600,32400
Waldorf College,80856.10607,70300,43708.84479,39300,40300
Walla Walla Community College,72360.35619,62000,33274.51403,30100,33900
Walla Walla University,130955.5725,94100,50048.48252,39000,46000
Walsh University,97740.2922,82700,47840.75003,42600,44700
Walters State Community College,63824.18382,55300,29750.07208,26300,30200
Warren County Community College,96677.3422,78600,34675.01434,33400,35700
Warren Wilson College,161014.9976,104100,28036.34963,23800,27800
Wartburg College,108707.0683,85100,53443.78037,48400,48500
Washburn University - Topeka,92060.47044,80800,43930.08464,39400,41900
Washington Adventist University,88549.64092,74900,41729.97773,36200,41700
Washington And Jefferson College,151933.79,99300,63581.25019,54700,58400
Washington And Lee University,424390.8492,226700,109114.2278,78200,85900
Washington College,209230.8945,120900,65631.67486,51500,53300
Washington State Community College,62312.45226,58400,30284.96101,24600,29900
Washington State University,132236.5811,104200,56209.45759,50000,53700
Washington University In St. Louis,370117.2958,180200,97349.79678,67500,73200
Washtenaw Community College,100979.4388,89100,31658.22982,26900,31600
Waubonsee Community College,99938.67055,88600,35654.64084,32100,36700
Waukesha County Technical College,101314.9708,91000,37974.30468,36700,39400
Wayland Baptist University,70396.73661,60200,41934.10411,39800,41800
Wayne Community College,62574.22813,54900,29310.41966,27200,31100
Wayne County Community College District,56755.07228,44300,22859.39087,19400,24700
Wayne State College,79428.86527,67800,45502.34415,40500,41200
Wayne State University,95384.37429,81800,45932.34496,38400,42800
Waynesburg University,83352.3698,74000,47246.44344,42900,47300
Weatherford College,74696.97522,62500,34980.23587,28600,34800
Webber International University,87560.83642,62400,42591.1528,42000,45800
Weber State University,111334.5607,92000,39990.77123,35500,42000
Webster University,135678.8018,96000,41503.7171,36900,39600
Wellesley College,291786.1472,142500,73766.48395,56300,62100
Wells College,101919.3628,74900,41711.38772,41500,41800
Wenatchee Valley College,71483.69123,61200,32887.85185,29400,34300
Wentworth Institute Of Technology,111339.2639,93600,62252.81832,59700,63300
Wesley College,94863.84288,81500,46907.00567,44100,46300
Wesleyan University,371959.1669,165300,70264.8524,56500,59300
West Chester University Of Pennsylvania,122582.7565,102700,50830.79199,47500,50200
West Georgia Technical College,71302.10007,63000,27794.96631,24900,29900
West Hills Community College District,60311.66402,46100,31395.34189,25600,31000
West Liberty University,80635.58101,72200,39310.6727,36400,38200
West Shore Community College,68259.17698,58900,32532.26131,29500,31500
West Texas A&M University,83239.46819,74600,45374.49499,39900,43000
West Valley-Mission Community College District,127606.0562,91600,42638.32223,36700,42900
West Virginia Community And Technical College System,71950.17522,64200,36879.28351,33900,37600
West Virginia Northern Community College,63097.3061,57600,24918.097,20000,25100
West Virginia State University,74193.79724,65100,30808.80181,27200,31200
"West Virginia University, West Virginia University Institute Of Technology, West Virginia University - Parkersburg, And Potomac State College",109372.1536,86700,51563.24542,42700,46700
West Virginia Wesleyan College,107317.5314,86300,53992.97583,46800,50700
Western Carolina University,106832.0582,88000,41190.02745,36700,38700
Western Connecticut State University,118537.9683,100500,49204.21334,47300,49500
Western Dakota Technical Institute,57902.49143,54700,33571.44527,32500,33900
Western Illinois University,107672.6733,93400,50084.22485,45200,47400
Western International University,65439.29316,56700,26749.46346,25000,30200
Western Iowa Tech Community College,70618.67502,62600,34441.30601,32700,34900
Western Kentucky University,92101.51661,76100,39026.64808,35100,37800
Western Michigan University,142872.8546,112200,51523.86428,45000,47900
Western Nebraska Community College,62023.64021,56400,32054.7767,28000,30600
Western Nevada College,71339.91936,62400,29163.26636,26000,31700
Western New England University,114938.2302,99300,62383.97472,57100,59500
Western New Mexico University,59190.09504,51200,32729.99822,28000,34000
Western Oklahoma State College,63161.2092,52100,33270.82468,29300,33100
Western Oregon University,101204.0732,86900,41562.51484,40800,43900
Western Piedmont Community College,61957.43098,56900,26659.31828,25400,29100
Western State Colorado University,147656.4075,94700,41941.65493,35800,39900
"Western Technical College of El Paso, TX",39456.13721,30500,30260.93838,23900,25600
"Western Technical College of La Crosse, WI",70631.7554,65500,31891.46186,29600,32000
Western Texas College,60704.00307,53800,40950.10303,30800,37200
Western Washington University,132537.4923,108100,50552.0403,45900,49100
Western Wyoming Community College,84852.14945,79100,40570.63312,32400,38600
Westfield State University,104262.7336,98100,49506.36608,48200,50000
"Westminster College of Fulton, MO",156147.4138,96600,58176.21525,47300,52000
"Westminster College of New Wilmington, PA",102805.0114,87900,52524.36299,46400,50100
"Westminster College of Salt Lake City, UT",253023.0533,95400,52201.66337,41500,45200
Westmont College,293421.6731,132100,57369.46232,47600,52700
Westmoreland County Community College,71899.07153,64400,30380.24025,27600,32200
Westwood College - Los Angeles,48385.38267,37800,30488.5782,26400,31500
Westwood College - South Bay,49891.94393,39500,29111.49305,19000,24000
Wharton County Junior College,87539.53816,75500,43792.83657,36100,39700
Whatcom Community College,105123.861,78400,35769.40188,30900,35900
"Wheaton College of Norton, MA",214708.2362,117300,59152.49451,46600,51500
"Wheaton College of Wheaton, IL",241328.009,130900,56515.90418,41500,49700
Wheeling Jesuit University,109907.5655,85100,54264.33899,47200,49700
Wheelock College,125180.7361,95600,34994.54735,35300,40600
White Mountains Community College,70340.13482,60400,32892.17624,28300,32100
Whitman College,274137.7702,138200,60050.61807,48500,52500
Whittier College,198170.0398,98500,51710.17,47900,50700
Whitworth University,144144.8991,98500,46799.58664,41000,45300
Wichita Area Technical College,65035.75691,58400,29718.72383,25100,29500
Wichita State University,102091.5055,86400,43097.49841,38000,41200
Wichita Technical Institute,52311.27922,45200,35562.3787,29000,30000
Widener University,124080.0283,96000,56753.63753,53400,56600
Wilkes Community College,67253.95353,53200,27615.38107,25000,29200
Wilkes University,106231.0594,80100,59631.15334,52500,55400
Willamette University,206669.8409,110800,59591.65495,49400,52900
William Carey University,81652.39492,66500,35767.03391,31700,34300
William Jewell College,132939.4076,95100,49564.83154,42600,46800
William Paterson University Of New Jersey,102395.9881,89500,48463.43553,46900,49700
William Peace University,166444.0408,105900,37095.69727,34700,38700
William Penn University,75898.03366,64400,44953.13093,38300,41400
William Woods University,118518.3519,88600,36106.77716,35000,38800
Williams Baptist College,60595.0756,53800,30799.75082,30500,36700
Williams College,468122.3289,184000,99998.15351,62600,66800
Williamsburg Technical College,41606.39502,29300,18322.22157,15600,17200
Williston State College,67176.78471,60200,45677.77541,34900,41200
Wilmington College,82706.15306,71400,43090.05152,40400,41500
Wilmington University,105853.4102,94300,41000.75708,39600,43400
Wilson Community College,55541.70505,48000,26313.26294,24900,28300
Wingate University,154815.7522,86600,47033.54514,40700,43000
Winston-Salem State University,56930.33621,45400,36644.99144,33800,35100
Winthrop University,97708.63127,84100,41556.46992,38600,40400
Wisconsin Indianhead Technical College,73805.48049,64000,31609.99306,29200,32800
Wisconsin Lutheran College,100279.4928,85400,45958.04441,39300,42700
Wittenberg University,162171.2342,104800,53342.80646,46100,48300
Wofford College,243617.1732,133400,72103.5829,55100,60800
Wood Tobe - Coburn School,42822.66649,29500,29297.94966,24500,29800
Woodbury University,106416.8122,61900,45386.35046,44300,48400
Wor-Wic Community College,70139.92827,57700,31825.28189,28900,34800
Worcester Polytechnic Institute,138955.7566,109500,102151.2904,85200,88200
Worcester State University,97532.33645,87600,48134.72926,44800,47500
Word Of Life Bible Institute,79461.01014,72500,26863.55847,23500,29400
Wright Career College,36096.95473,27200,15844.26319,12400,17700
Wright State University,97052.53662,83200,43210.6416,39400,41800
Wytheville Community College,58383.51041,53500,27528.13669,25900,30200
Xavier University,195652.186,122100,62722.44402,52200,54300
Xavier University Of Louisiana,82439.91245,63100,63788.14682,48400,51200
YTI Career Institute,77808.82329,72300,37785.82059,37700,39800
Yakima Valley Community College,65983.59351,55900,32620.39051,29700,34300
Yale University,515437.752,199700,143231.2839,76000,84200
Yavapai College,80988.92884,58900,32028.28041,27200,32300
Yeshiva University,325796.8429,180100,69211.41527,46400,58600
York Technical College,70891.94487,61500,28549.95606,27200,30200
Yosemite Community College District,75045.32366,66400,34299.25386,28900,35600
Young Harris College,125950.5109,98300,36482.50794,34000,38200
Youngstown State University,82349.45002,71500,41010.53023,36000,38800
Yuba Community College District,61468.37071,48700,30748.12033,25400,32100
Zane State College,65763.33635,53800,31531.19218,27000,30100
Late College Goers,55858.26284,43300,23126.84591,17400,23200
Never Attended College (up to year 2013),48010.28846,35200,19020.91813,11500,23200
Colleges with insufficient data,72905.27072,50500,33889.98755,27700,32500
